steps largest score
9.950000000000000000e+02 1.024000000000000000e+03 1.584000000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
8.400000000000000000e+02 1.024000000000000000e+03 1.290400000000000000e+04
9.310000000000000000e+02 1.024000000000000000e+03 1.481600000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.660400000000000000e+04
1.563000000000000000e+03 2.048000000000000000e+03 2.783600000000000000e+04
1.689000000000000000e+03 2.048000000000000000e+03 3.111200000000000000e+04
1.001000000000000000e+03 1.024000000000000000e+03 1.591200000000000000e+04
1.044000000000000000e+03 1.024000000000000000e+03 1.648800000000000000e+04
9.930000000000000000e+02 1.024000000000000000e+03 1.583200000000000000e+04
1.683000000000000000e+03 2.048000000000000000e+03 3.106800000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.657200000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
9.230000000000000000e+02 1.024000000000000000e+03 1.476400000000000000e+04
1.807000000000000000e+03 2.048000000000000000e+03 3.284400000000000000e+04
1.075000000000000000e+03 1.024000000000000000e+03 1.692800000000000000e+04
1.445000000000000000e+03 2.048000000000000000e+03 2.610400000000000000e+04
1.044000000000000000e+03 1.024000000000000000e+03 1.649600000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.649200000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
9.870000000000000000e+02 1.024000000000000000e+03 1.554800000000000000e+04
1.037000000000000000e+03 1.024000000000000000e+03 1.644000000000000000e+04
1.026000000000000000e+03 1.024000000000000000e+03 1.628400000000000000e+04
1.061000000000000000e+03 1.024000000000000000e+03 1.669600000000000000e+04
1.554000000000000000e+03 2.048000000000000000e+03 2.774000000000000000e+04
1.561000000000000000e+03 2.048000000000000000e+03 2.781600000000000000e+04
1.752000000000000000e+03 2.048000000000000000e+03 3.212800000000000000e+04
8.230000000000000000e+02 1.024000000000000000e+03 1.274000000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.654000000000000000e+04
9.850000000000000000e+02 1.024000000000000000e+03 1.575200000000000000e+04
1.023000000000000000e+03 1.024000000000000000e+03 1.626800000000000000e+04
1.032000000000000000e+03 1.024000000000000000e+03 1.638400000000000000e+04
1.766000000000000000e+03 2.048000000000000000e+03 3.225200000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.657200000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
1.818000000000000000e+03 2.048000000000000000e+03 3.294000000000000000e+04
1.503000000000000000e+03 2.048000000000000000e+03 2.707200000000000000e+04
1.052000000000000000e+03 1.024000000000000000e+03 1.657600000000000000e+04
7.880000000000000000e+02 1.024000000000000000e+03 1.238400000000000000e+04
1.536000000000000000e+03 2.048000000000000000e+03 2.759600000000000000e+04
9.580000000000000000e+02 1.024000000000000000e+03 1.511600000000000000e+04
4.840000000000000000e+02 5.120000000000000000e+02 6.624000000000000000e+03
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
1.075000000000000000e+03 1.024000000000000000e+03 1.683200000000000000e+04
4.080000000000000000e+02 5.120000000000000000e+02 5.488000000000000000e+03
8.200000000000000000e+02 1.024000000000000000e+03 1.272000000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.653600000000000000e+04
1.315000000000000000e+03 2.048000000000000000e+03 2.383600000000000000e+04
1.568000000000000000e+03 2.048000000000000000e+03 2.786400000000000000e+04
1.558000000000000000e+03 2.048000000000000000e+03 2.777200000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.660400000000000000e+04
1.196000000000000000e+03 2.048000000000000000e+03 2.206400000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
1.820000000000000000e+03 2.048000000000000000e+03 3.295200000000000000e+04
1.038000000000000000e+03 1.024000000000000000e+03 1.639600000000000000e+04
1.581000000000000000e+03 2.048000000000000000e+03 2.815200000000000000e+04
9.180000000000000000e+02 1.024000000000000000e+03 1.470000000000000000e+04
1.824000000000000000e+03 2.048000000000000000e+03 3.298400000000000000e+04
1.818000000000000000e+03 2.048000000000000000e+03 3.294000000000000000e+04
1.072000000000000000e+03 1.024000000000000000e+03 1.679200000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.649200000000000000e+04
1.061000000000000000e+03 1.024000000000000000e+03 1.668400000000000000e+04
1.314000000000000000e+03 2.048000000000000000e+03 2.377200000000000000e+04
7.700000000000000000e+02 1.024000000000000000e+03 1.206000000000000000e+04
8.380000000000000000e+02 1.024000000000000000e+03 1.289200000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
1.952000000000000000e+03 2.048000000000000000e+03 3.528800000000000000e+04
5.380000000000000000e+02 5.120000000000000000e+02 7.336000000000000000e+03
1.048000000000000000e+03 1.024000000000000000e+03 1.654400000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
1.080000000000000000e+03 1.024000000000000000e+03 1.692800000000000000e+04
1.437000000000000000e+03 2.048000000000000000e+03 2.604800000000000000e+04
1.000000000000000000e+03 1.024000000000000000e+03 1.588000000000000000e+04
1.037000000000000000e+03 1.024000000000000000e+03 1.644000000000000000e+04
1.562000000000000000e+03 2.048000000000000000e+03 2.779600000000000000e+04
1.075000000000000000e+03 1.024000000000000000e+03 1.684400000000000000e+04
5.460000000000000000e+02 5.120000000000000000e+02 7.388000000000000000e+03
1.564000000000000000e+03 2.048000000000000000e+03 2.784000000000000000e+04
1.552000000000000000e+03 2.048000000000000000e+03 2.772800000000000000e+04
5.380000000000000000e+02 5.120000000000000000e+02 7.308000000000000000e+03
1.082000000000000000e+03 1.024000000000000000e+03 1.688400000000000000e+04
2.110000000000000000e+03 2.048000000000000000e+03 3.758000000000000000e+04
1.058000000000000000e+03 1.024000000000000000e+03 1.662000000000000000e+04
1.039000000000000000e+03 1.024000000000000000e+03 1.646000000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.678000000000000000e+04
8.680000000000000000e+02 1.024000000000000000e+03 1.404800000000000000e+04
1.048000000000000000e+03 1.024000000000000000e+03 1.654400000000000000e+04
8.520000000000000000e+02 1.024000000000000000e+03 1.316000000000000000e+04
1.556000000000000000e+03 2.048000000000000000e+03 2.776000000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.651200000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
5.470000000000000000e+02 5.120000000000000000e+02 7.392000000000000000e+03
9.860000000000000000e+02 1.024000000000000000e+03 1.578400000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.661600000000000000e+04
7.960000000000000000e+02 1.024000000000000000e+03 1.247600000000000000e+04
1.950000000000000000e+03 2.048000000000000000e+03 3.527600000000000000e+04
9.310000000000000000e+02 1.024000000000000000e+03 1.482800000000000000e+04
1.071000000000000000e+03 1.024000000000000000e+03 1.678800000000000000e+04
1.512000000000000000e+03 2.048000000000000000e+03 2.716800000000000000e+04
1.499000000000000000e+03 2.048000000000000000e+03 2.702400000000000000e+04
5.510000000000000000e+02 5.120000000000000000e+02 7.452000000000000000e+03
5.780000000000000000e+02 5.120000000000000000e+02 7.716000000000000000e+03
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
8.060000000000000000e+02 1.024000000000000000e+03 1.254000000000000000e+04
1.531000000000000000e+03 2.048000000000000000e+03 2.750000000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.660400000000000000e+04
1.553000000000000000e+03 2.048000000000000000e+03 2.773600000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
8.350000000000000000e+02 1.024000000000000000e+03 1.284800000000000000e+04
5.480000000000000000e+02 5.120000000000000000e+02 7.408000000000000000e+03
9.430000000000000000e+02 1.024000000000000000e+03 1.498800000000000000e+04
1.093000000000000000e+03 1.024000000000000000e+03 1.733600000000000000e+04
6.020000000000000000e+02 5.120000000000000000e+02 8.108000000000000000e+03
1.048000000000000000e+03 1.024000000000000000e+03 1.654400000000000000e+04
1.016000000000000000e+03 1.024000000000000000e+03 1.619200000000000000e+04
9.380000000000000000e+02 1.024000000000000000e+03 1.487600000000000000e+04
5.440000000000000000e+02 5.120000000000000000e+02 7.376000000000000000e+03
1.514000000000000000e+03 2.048000000000000000e+03 2.721200000000000000e+04
9.850000000000000000e+02 1.024000000000000000e+03 1.577600000000000000e+04
1.063000000000000000e+03 1.024000000000000000e+03 1.673200000000000000e+04
1.031000000000000000e+03 1.024000000000000000e+03 1.632000000000000000e+04
1.580000000000000000e+03 2.048000000000000000e+03 2.803200000000000000e+04
1.019000000000000000e+03 1.024000000000000000e+03 1.623600000000000000e+04
9.580000000000000000e+02 1.024000000000000000e+03 1.511600000000000000e+04
9.210000000000000000e+02 1.024000000000000000e+03 1.475200000000000000e+04
1.810000000000000000e+03 2.048000000000000000e+03 3.286000000000000000e+04
1.506000000000000000e+03 2.048000000000000000e+03 2.710000000000000000e+04
5.450000000000000000e+02 5.120000000000000000e+02 7.384000000000000000e+03
1.063000000000000000e+03 1.024000000000000000e+03 1.682800000000000000e+04
1.796000000000000000e+03 2.048000000000000000e+03 3.256800000000000000e+04
8.010000000000000000e+02 1.024000000000000000e+03 1.250400000000000000e+04
1.086000000000000000e+03 1.024000000000000000e+03 1.703600000000000000e+04
1.055000000000000000e+03 1.024000000000000000e+03 1.659200000000000000e+04
1.314000000000000000e+03 2.048000000000000000e+03 2.377200000000000000e+04
1.687000000000000000e+03 2.048000000000000000e+03 3.110000000000000000e+04
8.120000000000000000e+02 1.024000000000000000e+03 1.266800000000000000e+04
9.590000000000000000e+02 1.024000000000000000e+03 1.512000000000000000e+04
5.510000000000000000e+02 5.120000000000000000e+02 7.424000000000000000e+03
1.035000000000000000e+03 1.024000000000000000e+03 1.642800000000000000e+04
1.692000000000000000e+03 2.048000000000000000e+03 3.115200000000000000e+04
1.551000000000000000e+03 2.048000000000000000e+03 2.772400000000000000e+04
1.567000000000000000e+03 2.048000000000000000e+03 2.785600000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.665600000000000000e+04
1.064000000000000000e+03 1.024000000000000000e+03 1.668000000000000000e+04
9.160000000000000000e+02 1.024000000000000000e+03 1.468800000000000000e+04
1.588000000000000000e+03 2.048000000000000000e+03 2.808800000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
8.020000000000000000e+02 1.024000000000000000e+03 1.250800000000000000e+04
1.055000000000000000e+03 1.024000000000000000e+03 1.659200000000000000e+04
1.922000000000000000e+03 2.048000000000000000e+03 3.497200000000000000e+04
1.060000000000000000e+03 1.024000000000000000e+03 1.668000000000000000e+04
1.072000000000000000e+03 1.024000000000000000e+03 1.674400000000000000e+04
5.480000000000000000e+02 5.120000000000000000e+02 7.400000000000000000e+03
1.058000000000000000e+03 1.024000000000000000e+03 1.662000000000000000e+04
1.105000000000000000e+03 1.024000000000000000e+03 1.724400000000000000e+04
9.840000000000000000e+02 1.024000000000000000e+03 1.574800000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
1.063000000000000000e+03 1.024000000000000000e+03 1.667600000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.656000000000000000e+04
6.890000000000000000e+02 1.024000000000000000e+03 1.086400000000000000e+04
1.053000000000000000e+03 1.024000000000000000e+03 1.658400000000000000e+04
1.827000000000000000e+03 2.048000000000000000e+03 3.300000000000000000e+04
9.840000000000000000e+02 1.024000000000000000e+03 1.574400000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.655200000000000000e+04
1.501000000000000000e+03 2.048000000000000000e+03 2.703600000000000000e+04
1.575000000000000000e+03 2.048000000000000000e+03 2.799600000000000000e+04
1.015000000000000000e+03 1.024000000000000000e+03 1.609200000000000000e+04
9.200000000000000000e+02 1.024000000000000000e+03 1.472000000000000000e+04
1.033000000000000000e+03 1.024000000000000000e+03 1.641600000000000000e+04
7.910000000000000000e+02 1.024000000000000000e+03 1.241200000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.054000000000000000e+03 1.024000000000000000e+03 1.658800000000000000e+04
5.740000000000000000e+02 5.120000000000000000e+02 7.692000000000000000e+03
9.290000000000000000e+02 1.024000000000000000e+03 1.480800000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.650400000000000000e+04
1.052000000000000000e+03 1.024000000000000000e+03 1.657600000000000000e+04
1.945000000000000000e+03 2.048000000000000000e+03 3.524000000000000000e+04
7.910000000000000000e+02 1.024000000000000000e+03 1.241200000000000000e+04
9.480000000000000000e+02 1.024000000000000000e+03 1.501600000000000000e+04
8.230000000000000000e+02 1.024000000000000000e+03 1.276400000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
1.034000000000000000e+03 1.024000000000000000e+03 1.639600000000000000e+04
1.538000000000000000e+03 2.048000000000000000e+03 2.754800000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.651600000000000000e+04
1.722000000000000000e+03 2.048000000000000000e+03 3.159200000000000000e+04
1.322000000000000000e+03 2.048000000000000000e+03 2.385200000000000000e+04
1.025000000000000000e+03 1.024000000000000000e+03 1.628000000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
9.460000000000000000e+02 1.024000000000000000e+03 1.500400000000000000e+04
1.044000000000000000e+03 1.024000000000000000e+03 1.648800000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.649200000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
8.310000000000000000e+02 1.024000000000000000e+03 1.294000000000000000e+04
1.566000000000000000e+03 2.048000000000000000e+03 2.785200000000000000e+04
1.054000000000000000e+03 1.024000000000000000e+03 1.658800000000000000e+04
8.080000000000000000e+02 1.024000000000000000e+03 1.255200000000000000e+04
1.810000000000000000e+03 2.048000000000000000e+03 3.286000000000000000e+04
9.200000000000000000e+02 1.024000000000000000e+03 1.474800000000000000e+04
7.970000000000000000e+02 1.024000000000000000e+03 1.248000000000000000e+04
1.552000000000000000e+03 2.048000000000000000e+03 2.772800000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.649200000000000000e+04
9.160000000000000000e+02 1.024000000000000000e+03 1.468800000000000000e+04
9.320000000000000000e+02 1.024000000000000000e+03 1.482400000000000000e+04
1.698000000000000000e+03 2.048000000000000000e+03 3.119600000000000000e+04
1.329000000000000000e+03 2.048000000000000000e+03 2.396000000000000000e+04
5.320000000000000000e+02 5.120000000000000000e+02 7.264000000000000000e+03
1.420000000000000000e+03 2.048000000000000000e+03 2.581600000000000000e+04
1.811000000000000000e+03 2.048000000000000000e+03 3.286400000000000000e+04
1.471000000000000000e+03 2.048000000000000000e+03 2.638400000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
1.538000000000000000e+03 2.048000000000000000e+03 2.754800000000000000e+04
9.520000000000000000e+02 1.024000000000000000e+03 1.504800000000000000e+04
9.840000000000000000e+02 1.024000000000000000e+03 1.574400000000000000e+04
1.568000000000000000e+03 2.048000000000000000e+03 2.792000000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.650400000000000000e+04
1.828000000000000000e+03 2.048000000000000000e+03 3.301600000000000000e+04
9.210000000000000000e+02 1.024000000000000000e+03 1.472800000000000000e+04
1.026000000000000000e+03 1.024000000000000000e+03 1.628400000000000000e+04
8.180000000000000000e+02 1.024000000000000000e+03 1.270000000000000000e+04
9.020000000000000000e+02 1.024000000000000000e+03 1.459200000000000000e+04
